"AQI_NO2","NO2.GT.","RH","CO.GT.","T","C6H6.GT.","NOx.GT."
101.182052014861,114,54.3,3.2,17,15.7,206
101.182052014861,114,51.5,3.1,18,15.4,188
101.070020005716,106,47.5,2.5,19.5,12.6,158
88.2826086956522,89,41.7,2.1,21.6,9.8,124
80.8260869565217,82,38.3,2,22.2,9.6,98
101.140040011432,111,42.8,3.2,20.3,16.3,160
101.434124035439,132,45.4,4.1,19.7,19.8,194
101.280080022864,121,47.5,3.9,18.8,18,174
101.210060017148,116,49.4,3.1,17.9,13.6,157
100,100,50.9,2,17.5,8.7,109
88.2826086956522,89,51.8,1.7,17.4,7.7,85
91.4782608695652,92,53.9,1.6,17,7.3,90
69.1086956521739,71,55.4,1,16.6,4.1,61
48.1132075471698,51,57,0.8,15.9,2.7,36
36.7924528301887,39,59.2,0.5,15,1.5,25
33.0188679245283,35,61.6,0.5,14.1,1.8,24
61.6521739130435,64,58.8,0.8,14.6,3.4,73
93.6086956521739,94,58.9,1.7,14.4,8.5,164
101.462132037725,134,55.2,4.5,15.3,24.1,329
101.392112032009,129,52.5,6.2,16.2,33.7,302
101.336096027436,125,46.3,4.4,18.4,22,256
101.084024006859,107,41.8,2.9,19.6,14.1,182
76.5652173913043,78,40.1,1.6,20.2,7.6,105
90.4130434782609,91,36.6,2.6,20.9,14.5,136
101.210060017148,116,34.7,2.9,20.4,13.6,167
101.420120034296,131,35.4,2.5,19.3,11.5,166
101.168048013718,113,36.9,1.9,18.6,9.2,115
97.8695652173913,98,36.8,1.9,18.8,10.3,109
101.210060017148,116,40.6,2.7,17.5,14,143
101.26607602172,120,44.3,3,16.8,15,159
101.35010002858,126,47.7,3.3,16.3,15.1,181
101.35010002858,126,50.7,3.2,15.6,14.8,178
89.3478260869565,90,49.4,1.8,15.7,8.5,91
79.7608695652174,81,48.6,1.3,15.8,5.9,76
72.304347826087,74,47,1.1,15.7,4.8,66
64.8478260869565,67,45.9,0.9,15.7,4,56
43.3962264150943,46,44.9,0.7,15.6,2.3,35
28.3018867924528,30,44.4,0.4,15.6,1.4,21
17.9245283018868,19,45.4,0.3,15.7,0.7,12
30.188679245283,32,50.1,0.3,15.3,0.8,22
58.4565217391304,61,58.6,0.8,14.2,3.6,55
101.140040011432,111,58.2,2.8,14.3,12.9,152
101.014004001143,102,52,3.1,15,15.7,153
101.210060017148,116,61.4,2.3,13.6,8.6,152
95.7391304347826,96,53.1,1.6,16.1,7.4,112
96.804347826087,97,44.3,1.5,16.6,6.6,119
101.126036010289,110,40.3,1.6,17.4,7.8,122
101.028008002286,103,42.2,1.8,18.1,9.1,115
77.6304347826087,79,51.8,1.4,14.4,6.1,84
101.04201200343,104,76.4,1.9,10.9,7.5,146
66.9782608695652,69,47.7,1.2,16.4,5.9,65
95.7391304347826,96,37.1,2.3,18,12.7,120
101.280080022864,121,48.7,3.3,14.7,13.5,185
101.392112032009,129,71.3,3.1,11.3,14.5,157
101.210060017148,116,74,3.3,10,11,174
69.1086956521739,71,71.8,1.2,9.8,3.2,62
84.0217391304348,85,75.2,1.3,9.3,4.3,81
101,101,76,1.9,9.6,7.1,118
96.804347826087,97,75,1.4,9.3,4.8,95
88.2826086956522,89,76.7,1.5,9,5.7,84
70.1739130434783,72,79.6,1.1,8.2,4.1,56
59.5217391304348,62,72.1,0.8,8.1,2.8,69
61.6521739130435,64,70.4,1.1,8.1,4.8,74
78.695652173913,80,70.5,2.6,8.1,13.8,161
101.238068019434,118,64.3,5.1,9.9,27.1,308
101.406116033152,130,54.2,4.2,13,19.1,300
101.168048013718,113,42.6,2.6,16.5,11.7,189
101.154044012575,112,34.2,2.4,19.3,12.7,164
95.7391304347826,96,27.4,2.1,21.5,11.3,122
101.336096027436,125,26.7,2.6,20.4,14.2,166
101.378108030866,128,22.6,2.8,20.6,13.9,181
101,101,24.8,2.5,20.6,13.2,127
94.6739130434783,95,25.4,1.9,21,10.7,106
101.518148042298,138,24.5,3.6,21.5,19.7,192
101.742212060589,154,28.6,4.6,19.3,24,241
101.980280080023,171,32.9,6.3,18,29.1,326
101.490140040011,136,39.8,4.3,15.8,15.8,232
92.5434782608696,93,41.5,1.6,15.3,7,92
98.9347826086957,99,46,1.4,14.1,6.3,95
94.6739130434783,95,67.9,2.3,12,8.4,157
77.6304347826087,79,66.9,1.3,12,5.4,83
76.5652173913043,78,70.1,1.7,11.5,6.9,118
73.3695652173913,75,69.8,1.7,11.4,6.4,101
49.0566037735849,52,70.3,0.8,10.8,3.3,46
52.0652173913044,55,73.4,1,10.2,4,81
62.7173913043478,65,70.5,1.4,10.8,6,112
70.1739130434783,72,71,1.7,11,8.2,150
74.4347826086957,76,64,2,12.4,9.9,138
82.9565217391304,84,53.1,2,15,8.8,124
89.3478260869565,90,44.4,1.9,16.6,8.4,124
88.2826086956522,89,38.4,2.1,18,7.5,115
86.1521739130435,87,30,1.8,20.6,7.8,101
87.2173913043478,88,26.7,1.5,19.9,6.4,90
79.7608695652174,81,23.1,1.3,19.8,5.1,90
88.2826086956522,89,22.7,1.4,21.4,6.9,89
90.4130434782609,91,21.3,1.5,22.1,6.8,92
101.04201200343,104,24.5,1.7,21.1,7.4,103
101.140040011432,111,31.6,2,18.3,8.7,122
101.392112032009,129,35,2.5,16.1,11.2,159
101.448128036582,133,41.5,2.4,14.8,10.5,172
101.196056016005,115,50.3,2,13.2,8.2,125
101.336096027436,125,55.5,2.9,12.3,11.6,187
101.224064018291,117,56.6,2.5,11.8,9.7,174
82.9565217391304,84,56.2,1.4,11.2,5.1,75
60.5869565217391,63,56.6,1.2,11,4,48
65.9130434782609,68,64.3,1,9.3,3.7,61
46.2264150943396,49,70.7,0.7,7.7,2.9,38
46.2264150943396,49,71,0.8,7.4,2.9,41
49.0566037735849,52,66.6,0.9,8.2,3,51
55.2608695652174,58,64.3,1.1,8.7,3.7,61
48.1132075471698,51,47.9,1,13,3.9,47
75.5,77,35.4,1.6,17.4,6.2,87
89.3478260869565,90,29.2,1.8,20.2,7.3,107
101.238068019434,118,22.9,2.6,22.7,9.2,161
68.0434782608696,70,22.4,1.1,22.3,4,61
33.0188679245283,35,18.9,0.6,22.2,2.3,26
43.3962264150943,46,19,0.9,22,3.1,42
55.2608695652174,58,23.6,1,21,3.2,55
58.4565217391304,61,27.4,1.2,19.6,3.3,65
78.695652173913,80,30.8,1.4,17.9,4,75
92.5434782608696,93,35.3,2,16.4,5.7,93
76.5652173913043,78,37.5,1.1,15.6,3.4,63
74.4347826086957,76,36.7,1.1,15.5,3.5,60
72.304347826087,74,39,1.1,14.5,2.9,63
79.7608695652174,81,38.2,1.1,14.2,3.1,66
55.2608695652174,58,38.3,0.7,13.7,1.6,41
56.3260869565217,59,34,0.6,14.1,1.1,42
51,54,34,0.7,14.6,2,36
23.5849056603774,25,30.9,0.3,13.9,0.7,16
24.5283018867925,26,37.9,0.3,13.5,0.5,16
46.2264150943396,49,43.6,0.4,13.9,0.7,33
50,53,50.1,0.5,13.5,0.9,39
54.195652173913,57,53.6,0.6,13.3,1.5,45
71.2391304347826,73,56,0.8,13.4,2.2,63
76.5652173913043,78,59.6,1,13,2.9,71
92.5434782608696,93,62.7,1.3,12.7,3.9,104
69.1086956521739,71,60.5,1.1,12.1,2.8,85
53.1304347826087,56,64.4,0.6,11.2,1.4,53
57.3913043478261,60,67.6,0.7,10.7,1.7,58
75.5,77,61.2,1.2,11.4,3.6,89
80.8260869565217,82,70.5,1.4,9.9,3.1,96
75.5,77,65.2,1.2,10.3,3.5,88
90.4130434782609,91,58.9,1.3,11,3.9,100
92.5434782608696,93,59.5,1.8,10.6,5.2,127
80.8260869565217,82,57.7,1.2,10.6,3.7,88
72.304347826087,74,56.1,0.8,10.6,2.7,66
65.9130434782609,68,58,0.8,10.3,2.6,61
62.7173913043478,65,58.4,0.8,10.4,2.4,54
55.2608695652174,58,58.2,0.7,10.7,2,46
33.9622641509434,36,59.9,0.5,10.5,1.3,25
27.3584905660377,29,60.8,0.3,10.5,1.2,18
26.4150943396226,28,60.1,0.3,11.1,0.9,21
65.9130434782609,68,68.4,0.7,10.1,3.1,76
98.9347826086957,99,68.7,1.6,10,6.9,149
101.406116033152,130,64.2,3.9,11,19.1,328
101.378108030866,128,58.1,4.5,12,22.1,282
101.26607602172,120,52,2.7,12.8,11.8,206
92.5434782608696,93,50.8,1.6,12.6,7.3,133
95.7391304347826,96,47.4,1.6,13.8,8,137
82.9565217391304,84,42.7,1.6,15.1,7.2,116
86.1521739130435,87,38.1,1.5,16.3,7.7,112
86.1521739130435,87,36.7,1.8,16.6,9.7,128
101.028008002286,103,40.5,2.1,15.8,9.8,145
87.2173913043478,88,41.8,1.7,16.3,7.7,110
101.238068019434,118,42.8,3,16.1,15.3,184
101.462132037725,134,46.8,4.6,15.3,21.5,243
101.602172049157,144,47,5,14.7,21.7,259
101.392112032009,129,49.6,3.5,14.1,14.6,205
101.098028008002,108,54.1,2.1,13.5,9.3,144
101.04201200343,104,59.2,2.1,12.3,9.4,152
89.3478260869565,90,62.2,1.5,11.6,6.8,108
72.304347826087,74,61.4,1.1,11.5,4.9,64
71.2391304347826,73,64.6,0.9,10.9,3.9,73
57.3913043478261,60,63.2,0.7,11.1,2.7,47
59.5217391304348,62,65.8,0.9,10.2,3.3,79
69.1086956521739,71,65.6,1.6,10.3,7.4,113
93.6086956521739,94,64,3.9,10.8,18.2,263
98.9347826086957,99,55.6,5,13.3,27.7,275
101.252072020577,119,46.8,4.3,15.8,18.3,263
101.028008002286,103,34.4,2.7,19.5,12.3,183
94.6739130434783,95,30.2,2.1,21.1,8.9,147
94.6739130434783,95,34.2,2.1,18.4,10.4,132
101.182052014861,114,53.4,3.9,13.5,19.1,309
101.364104029723,127,49.3,3.8,15,17.3,327
101.476136038868,135,42.1,3.8,17.1,17.5,299
101.476136038868,135,36.9,3.9,18.4,17,257
101.26607602172,120,35.4,3.5,19.3,17,195
101.392112032009,129,35.7,4,19.2,19.5,231
101.182052014861,114,30.4,3,21.5,14.8,170
101.392112032009,129,34.6,3.1,19.6,14,192
101.672192054873,149,35.5,5.2,19.6,24.4,251
101.672192054873,149,44.1,5.9,18.3,28.1,289
101.798228065161,158,47.8,7.3,17.4,33.7,351
101.65818805373,148,49.8,6.1,16.8,24.2,319
101.462132037725,134,53.2,4.6,16.2,19.8,264
101.140040011432,111,59.1,2.5,14.9,9.3,144
101.070020005716,106,64,2.2,13.9,7.3,119
101.098028008002,108,66.8,2,13.7,7.1,120
92.5434782608696,93,69.6,1.9,13.4,6.7,96
81.8913043478261,83,71.9,1.6,12.8,6,77
66.9782608695652,69,74.8,1,11.9,3.6,63
75.5,77,76.4,1.2,11.6,5.4,97
86.1521739130435,87,75.3,2,11.7,10,180
101.112032009145,109,71,4.5,12.8,23.2,352
101.210060017148,116,61.1,4.1,13.8,18.7,279
101.056016004573,105,51.4,2.6,15.3,9.9,186
101.070020005716,106,48.7,2.3,16.6,10.2,169
101.098028008002,108,46.7,2.6,17.6,11,172
100,100,42.7,2.4,19.2,10.5,127
101.672192054873,149,62.5,4.3,15.7,18.9,230
101.65818805373,148,75.7,4.6,14.5,18.9,280
101.35010002858,126,77.4,4,14.4,17.5,242
101.546156044584,140,74.9,4.7,14.6,17.7,250
101.574164046871,142,76,5.7,14.6,23,309
101.560160045727,141,76.3,5.2,14,20.4,270
101.672192054873,149,78,6.4,13.9,26.8,323
101.546156044584,140,78,6,13.8,19.9,307
101.224064018291,117,79.4,3.4,13.5,12.5,224
101.028008002286,103,80.1,2.7,13.1,9.6,166
98.9347826086957,99,81,3.1,12.8,10,171
100,100,80.6,2.6,12.7,8.1,169
87.2173913043478,88,81.8,2.2,12.5,7.1,120
81.8913043478261,83,81.2,1.9,12.7,6.4,103
56.3260869565217,59,52.2,0.6,14.2,2.9,59
64.8478260869565,67,55.4,0.8,14.3,4.9,72
94.6739130434783,95,58,4,14,22.6,244
101.30808802515,123,53.3,5.6,15.4,31.1,351
101.574164046871,142,42.1,5,19.1,22.1,358
101.574164046871,142,31,3.2,23.7,18.3,245
101.952272077736,169,25.7,3.8,26.9,22,240
101.574164046871,142,20.6,3.3,29.7,20.1,179
101.490140040011,136,21.5,3,29.2,18.9,160
101.644184052586,147,20.1,3.2,29.6,20.6,174
102.330380108602,196,19.4,4.4,30,25.3,260
102.190340097171,186,20.1,4.6,29.5,25.8,281
102.064304086882,177,26.8,5.2,27,30.6,284
101.882252072021,164,30.8,4.8,24.9,27.1,250
101.840240068591,161,36.7,5.6,23.1,32.5,281
101.630180051443,146,40.8,4.6,21.5,20.8,230
97.8695652173913,98,41.5,1.8,20.5,10.9,98
101.098028008002,108,44.9,2.2,19.2,13,121
101.084024006859,107,47.7,2,18.8,11.8,110
101.168048013718,113,49.7,2.8,18.2,13.4,161
100,100,57.4,2.6,16.1,13.4,148
86.1521739130435,87,55.3,1.8,16.3,9,109
62.7173913043478,65,57.7,0.7,14.8,3.7,71
61.6521739130435,64,59.7,0.9,14,5.7,75
71.2391304347826,73,56.8,1.5,14.6,10,106
85.0869565217391,86,51.9,2.5,16.7,15,166
101.056016004573,105,45,3,20,15.6,188
101.084024006859,107,33.7,2.6,23.9,12.3,161
101.182052014861,114,29.5,2.6,26.8,14.4,139
101.056016004573,105,32.4,2.6,27.2,14.6,134
72.304347826087,74,32.1,1.9,26.9,8.7,84
94.6739130434783,95,41.8,2,24.3,11,98
88.2826086956522,89,36,1.7,25.6,9,91
94.6739130434783,95,31.8,1.9,27,10.7,99
92.5434782608696,93,31.6,1.8,27.5,9.9,90
101.30808802515,123,38.1,2.8,24.9,15.7,147
101.462132037725,134,39.7,3.5,23.4,19.4,177
101.35010002858,126,50.8,3.4,21.2,16.8,162
77.6304347826087,79,73.5,2,15.6,6.8,88
51,54,79.7,1.1,12.9,3,53
66.9782608695652,69,76.9,1.3,11.5,3.2,68
64.8478260869565,67,66.8,1.2,12.2,3.1,61
71.2391304347826,73,64.1,1.3,12.4,3.9,71
71.2391304347826,73,58.7,1,12.7,3.6,63
18.8679245283019,20,50.9,0.3,12.5,0.7,14
34.9056603773585,37,49.3,0.5,12.8,1.1,34
47.1698113207547,50,48.6,0.6,13.5,1.4,42
42.4528301886792,45,45.9,0.6,14.4,1.6,40
45.2830188679245,48,43.9,0.8,15.1,2.3,48
53.1304347826087,56,38.6,1,16.6,2.5,61
55.2608695652174,58,35,0.9,17.2,2.7,58
49.0566037735849,52,33.9,1,17.4,2.7,57
49.0566037735849,52,30.7,0.8,17.9,2.2,54
41.5094339622642,44,27.2,0.7,18.3,2,41
56.3260869565217,59,25.7,0.9,19.4,3.4,57
72.304347826087,74,24.1,1.3,20.2,4.5,83
74.4347826086957,76,24.9,1.4,19.6,4.7,81
81.8913043478261,83,27.8,1.5,18.5,6,98
100,100,30.3,2.7,17.8,11.7,124
101,101,34,2.5,16.6,8.2,133
89.3478260869565,90,37,1.4,15.5,5.1,100
92.5434782608696,93,39.5,2.8,14.8,13,116
77.6304347826087,79,42,2.1,14.5,7,102
54.195652173913,57,44.9,1.1,14.1,3.9,55
40.5660377358491,43,45.5,0.7,14.2,2.2,33
23.5849056603774,25,45.3,0.4,14.1,1.3,17
41.5094339622642,44,43.9,0.4,13.9,1.2,35
70.1739130434783,72,43.8,0.8,14,3.4,70
90.4130434782609,91,43.6,1.9,14.4,7.5,116
88.2826086956522,89,41.7,2.1,15,8.9,134
82.9565217391304,84,38.4,1.4,16.3,5.3,113
81.8913043478261,83,32.3,1.4,18.3,5.4,110
76.5652173913043,78,31.7,1.3,18.8,5.2,98
78.695652173913,80,30.9,1.5,19.6,6.6,96
73.3695652173913,75,30.7,1.6,20.2,6.9,95
75.5,77,32.5,1.3,19.7,5.4,86
75.5,77,31.6,1.4,20.7,6,86
79.7608695652174,81,32.7,1.5,20,6.4,91
101,101,35.4,2.2,18.6,10.7,119
101.252072020577,119,35.9,3.2,18.3,13.9,147
101.140040011432,111,37.5,3,17.8,12.5,135
101.112032009145,109,38.8,2.6,17.3,9.3,124
101,101,38.8,1.6,17.3,6.7,89
88.2826086956522,89,40.8,1.5,16.4,5.3,79
73.3695652173913,75,41.4,1.2,16,4,63
48.1132075471698,51,43,0.8,15.4,2.2,39
36.7924528301887,39,42.5,0.7,15.7,1.7,25
30.188679245283,32,43.4,0.5,15.6,1.6,19
65.9130434782609,68,47.3,0.7,15.5,3.3,58
74.4347826086957,76,53.1,1.4,14.4,8.9,112
101.294084024007,122,48.5,4.1,15.9,23.4,314
101.392112032009,129,40.3,4.6,18.1,23.8,240
93.6086956521739,94,35.9,1.9,19.6,7.9,128
98.9347826086957,99,29.1,1.9,22.8,8.2,141
79.7608695652174,81,25.3,1.7,24.8,8.8,118
86.1521739130435,87,22,2.4,27.2,14.6,132
101.084024006859,107,20.4,3,28.2,18,150
94.6739130434783,95,24.2,2,25.4,12,121
101.126036010289,110,23.8,2.7,25.7,14.8,149
98.9347826086957,99,22.1,2.2,27.2,12.5,120
101.168048013718,113,22.3,2.9,27,15.5,155
101.364104029723,127,27.8,3.4,24.5,17.7,172
101.420120034296,131,30.2,3.9,23.7,21.6,177
101.504144041155,137,34.5,3.6,21.5,18.9,181
101.294084024007,122,37.8,2.5,19.9,12.5,135
100,100,40.6,1.8,18.9,8.8,99
101.098028008002,108,43.5,2,17.9,10.9,111
81.8913043478261,83,46.3,1.3,17.4,8,72
72.304347826087,74,44.7,1,18.1,4.4,54
61.6521739130435,64,50.1,0.6,16.5,2.8,41
36.7924528301887,39,52.8,0.5,16.3,2.5,29
66.9782608695652,69,60.7,1.1,13.9,7.5,76
101.04201200343,104,58.3,5.5,15,30.4,321
100,100,54.8,4.2,16.1,22,274
101.630180051443,146,46.4,4.6,19.3,24.7,322
101.756216061732,155,33.8,3.4,24.2,18.4,255
101.532152043441,139,28.7,2.8,26.7,16.8,196
101.280080022864,121,28.2,2.5,27.4,14.2,136
101.098028008002,108,26.9,2.4,28.1,15.7,119
101.35010002858,126,26.5,3.2,27.7,21.9,169
101.6161760503,145,23.4,3.5,28.4,20.8,197
101.280080022864,121,26,2.9,28.4,16.2,140
101.6161760503,145,30,3.6,27.3,19.8,178
101.826236067448,160,37.3,4.8,24.3,28.9,223
101.756216061732,155,42.2,5.4,23.1,28.3,222
101.854244069734,162,43.6,5.3,21.8,24.9,265
101.392112032009,129,46.8,2.7,19.8,13.1,151
95.7391304347826,96,49.8,1.4,19.6,8.6,79
91.4782608695652,92,56.2,1.6,17.9,9.5,87
88.2826086956522,89,55.6,1.5,17.4,7.8,88
58.4565217391304,61,59.5,1,16.8,5.2,51
51,54,60.1,0.6,15.9,2.8,34
54.195652173913,57,67,0.8,13.3,4.4,76
65.9130434782609,68,66.5,1.5,12.9,9.4,139
94.6739130434783,95,61.3,4.9,14.8,29.8,293
101.336096027436,125,56.5,7.2,16.1,36.2,368
101.476136038868,135,47.8,3.5,18.6,18,250
101.238068019434,118,30.2,2.1,23.8,10.9,145
90.4130434782609,91,25,1.5,25.4,9,110
88.2826086956522,89,25.5,2,25.6,14.4,104
101.392112032009,129,29.9,3.8,24.9,22.3,205
101.294084024007,122,37.9,3.4,22.4,20.9,201
101.518148042298,138,44,4.4,21.7,23.1,266
101.490140040011,136,44.4,3.9,21.4,21.2,246
101.588168048014,143,45.3,4.9,20.8,24.8,247
101.6161760503,145,48.6,5.4,20.2,28.6,271
101.630180051443,146,50.8,6.5,20.2,32.6,332
101.294084024007,122,57.6,4.3,18.6,19.2,245
101.154044012575,112,58.8,2.9,18.2,16.3,180
101.014004001143,102,61,2.7,17.8,13.7,156
96.804347826087,97,70.7,2.8,17,13.6,172
84.0217391304348,85,76.9,2.3,16.2,11.1,137
74.4347826086957,76,78.6,1.7,15.7,7.6,91
72.304347826087,74,78.4,1.2,15.7,5.9,80
63.7826086956522,66,74.7,0.8,15.7,4.5,68
89.3478260869565,90,73.1,1.7,15.9,9.3,162
101.140040011432,111,68.2,3,16.6,18.3,213
101.028008002286,103,57.6,3.4,18.7,19.9,161
101.224064018291,117,65,3.3,17.6,16.6,209
101.210060017148,116,73.2,2.7,16.3,12.6,191
101.112032009145,109,78.5,2.6,16,12.9,215
101.210060017148,116,72.4,3.2,17.3,14.9,212
101.196056016005,115,60.9,3.4,19.4,17.4,202
93.6086956521739,94,50.9,2.6,21.4,15.4,153
101.280080022864,121,45.8,3.4,22.7,16.7,185
101.182052014861,114,60.8,4,20.9,18,210
101.126036010289,110,54.3,4.5,21,19.2,215
101.294084024007,122,54.4,4.2,20.8,21,215
101.476136038868,135,58.6,5.7,19.8,26.9,281
101.448128036582,133,61.1,4.4,19.1,19.5,254
101.126036010289,110,65.4,3.1,18.2,15.1,189
101.014004001143,102,66.1,3,18.1,14.6,174
101.098028008002,108,66.9,3.1,17.7,13.7,167
101.126036010289,110,66.8,3.5,17.8,15.2,185
82.9565217391304,84,68.3,2.4,17.3,9.3,129
69.1086956521739,71,70.2,1.6,16.5,6.5,85
30.188679245283,32,67.1,0.6,16.7,2.6,24
33.0188679245283,35,66.9,0.7,16.7,3.1,30
64.8478260869565,67,66.5,1.2,16.9,6.5,75
71.2391304347826,73,62,1.5,17.7,6.5,79
85.0869565217391,86,54.6,1.8,19.4,8.8,104
88.2826086956522,89,46.1,2.1,21.6,8.8,118
85.0869565217391,86,36.7,1.9,24.6,9.2,105
85.0869565217391,86,31.9,2,26,9.2,101
63.7826086956522,66,31.5,1.3,25.6,6.1,65
65.9130434782609,68,34.8,1.3,24.8,6.5,59
80.8260869565217,82,30.3,1.8,26.1,9.2,80
90.4130434782609,91,33.5,2,25.5,8.3,98
94.6739130434783,95,37.2,1.8,23.7,8.3,89
101.04201200343,104,38.9,2.4,22.3,11,114
101.420120034296,131,42.8,4,20.7,14.7,195
101.154044012575,112,51.7,2.8,19,10.8,156
100,100,55.5,2,17.8,9.4,109
101.196056016005,115,57.6,3.6,17.4,14.8,184
101.392112032009,129,58.5,3.7,17.6,13.3,190
98.9347826086957,99,59.3,2.3,17.2,8.4,105
72.304347826087,74,60.4,1.8,17.1,7.9,76
52.0652173913044,55,62.2,0.9,16.4,5.5,38
34.9056603773585,37,65.2,0.6,14.7,2.6,33
42.4528301886792,45,70.2,0.7,13.1,3.6,57
43.3962264150943,46,66.2,0.8,14.3,4.8,48
65.9130434782609,68,61.6,1.2,16,5.9,87
75.5,77,56.4,1.4,17.7,6.9,94
77.6304347826087,79,44.7,1.6,21.3,8.5,89
70.1739130434783,72,36.4,1.3,23.6,6.1,78
65.9130434782609,68,34,1.3,24.3,6.2,72
61.6521739130435,64,32.7,1.1,24.4,4.8,64
71.2391304347826,73,31.7,1.2,24.6,6.8,70
82.9565217391304,84,34.3,1.5,23.9,7,92
64.8478260869565,67,28.1,1.1,25.9,5.5,69
101.070020005716,106,32.3,1.9,24.5,9.5,131
101.182052014861,114,39.3,2.3,22.6,11.9,144
101.30808802515,123,47.5,3.3,21.2,13.8,209
101.098028008002,108,54.9,2.6,19.9,10.7,170
100,100,52.1,2.2,19.4,9.7,152
101.238068019434,118,42.6,2.3,19.4,10.2,171
101.280080022864,121,44.1,2,19.1,8.3,153
93.6086956521739,94,49.3,1.6,18,7.1,97
49.0566037735849,52,54.6,0.8,17.6,3,37
36.7924528301887,39,62.1,0.6,16.4,2.2,26
54.195652173913,57,64.3,0.7,15.8,3.7,61
78.695652173913,80,65.8,1.3,16,8.2,152
101,101,62.5,3.4,16.8,21.1,283
101.112032009145,109,66.1,4.7,16.9,26.5,320
101.112032009145,109,68.9,3.4,17.4,17.4,318
101.140040011432,111,45,2.5,21.4,12.9,201
101.014004001143,102,30.7,2,23.9,10.9,135
95.7391304347826,96,25.2,1.9,26.8,11,127
89.3478260869565,90,23.6,1.7,28.4,10.8,102
66.9782608695652,69,20.1,1.4,30.3,10,74
72.304347826087,74,19.7,1.5,30.9,11.2,81
101.014004001143,102,20.5,2.4,30.2,16.8,129
101.378108030866,128,34.6,3.9,26.4,23.6,190
101.406116033152,130,39.4,4.2,24.9,23.3,192
101.26607602172,120,43.7,3.7,23.5,19.4,163
101.168048013718,113,63.1,3.2,19.3,13.1,149
100,100,64.6,2,18.7,9.8,119
68.0434782608696,70,57.1,1.1,19.5,5.3,61
81.8913043478261,83,62.5,1.5,18.9,6.7,84
79.7608695652174,81,65.8,1.3,18.4,5.5,79
66.9782608695652,69,79.2,1,16.4,3.7,58
45.2830188679245,48,80,0.6,16.1,2.2,32
44.3396226415094,47,80.5,0.6,15.7,2.9,49
87.2173913043478,88,80.8,1.9,16,9.9,180
101.112032009145,109,78,4.5,16.6,23,302
101.168048013718,113,79.2,4.3,16.1,22.3,258
101.04201200343,104,70.8,3.2,17.7,16.2,192
62.7173913043478,65,54.8,1.3,20.3,7.9,84
86.1521739130435,87,49.3,2.2,21.2,12.4,128
98.9347826086957,99,47.9,2.6,21.5,13.6,145
100,100,47.7,2.3,21.4,12.3,132
101.056016004573,105,54,2.4,20.4,12.1,136
96.804347826087,97,57.1,2.6,19.9,12.9,140
51,54,55.2,1.2,19.9,6.3,55
56.3260869565217,59,55.7,1.6,19.5,10.6,67
101.112032009145,109,62.8,3.9,18.3,20.6,191
101.336096027436,125,68.3,4.7,17.2,22.1,227
101.434124035439,132,75.2,5.4,16.1,20.8,264
101.126036010289,110,70.8,3,16.6,11.8,196
50,53,56,0.9,18.5,4.3,43
58.4565217391304,61,59.5,1.1,17.3,5,58
38.6792452830189,41,52.3,0.7,18.6,2.3,33
20.7547169811321,22,49.8,0.5,19,1.4,14
26.4150943396226,28,64.5,0.5,15.7,1.5,18
51,54,77.1,0.8,14.6,3.5,56
79.7608695652174,81,78.3,1.3,14.5,6.9,108
101.084024006859,107,76.8,3.5,15.1,19.1,251
101.322092026293,124,72.4,3.9,16.4,18.9,255
101.30808802515,123,68.6,2.9,16.3,13,214
101.26607602172,120,62.9,2.6,17.2,13,190
101.168048013718,113,61.1,3,17.4,14.5,182
101.182052014861,114,66.8,3.7,16.8,19.7,202
101.26607602172,120,62.6,3.9,17.3,19.4,224
101.336096027436,125,60.8,3.5,17.5,16.4,221
87.2173913043478,88,59.2,2.4,17.5,11.2,126
70.1739130434783,72,56.9,1.6,17.7,10,79
101.028008002286,103,61.5,3,17.1,14.6,137
64.8478260869565,67,63.9,1.6,17.5,8.5,68
77.6304347826087,79,70.7,2.1,15.9,9.2,96
88.2826086956522,89,75.1,1.8,15.1,6.9,111
64.8478260869565,67,72.5,1.1,13.9,3.7,56
81.8913043478261,83,79.8,1.5,12,4.9,81
74.4347826086957,76,75.8,1.4,12.5,4.6,79
55.2608695652174,58,75,0.9,12,3.4,46
28.3018867924528,30,72.2,0.5,12.6,1.2,19
47.1698113207547,50,64.6,0.6,13.2,2.3,48
91.4782608695652,92,65.6,1.3,13.1,6.1,128
101,101,58.5,2.9,14.7,16.8,193
101.280080022864,121,53.1,3.6,15.9,20.3,203
101.406116033152,130,46.1,3.4,17.9,16.4,220
101.182052014861,114,37.7,2.5,20.2,12.5,161
100,100,42.8,2.1,18.5,9.8,135
53.1304347826087,56,64.3,1.1,13,5.2,57
73.3695652173913,75,54.5,1.8,15.1,8.9,91
101.280080022864,121,65.5,3,13.6,14.1,219
101.378108030866,128,78.3,3.1,12.3,12.7,239
101.532152043441,139,74.2,3.6,12.7,14.6,209
101.294084024007,122,64.2,3.3,14.4,12.4,169
91.4782608695652,92,58.3,1.8,15.6,9.4,92
96.804347826087,97,61.4,2.1,15,11,107
97.8695652173913,98,65.8,2.2,13.7,8.9,122
92.5434782608696,93,66.4,1.6,12.3,6.6,100
62.7173913043478,65,58.8,0.9,15.4,3.9,51
79.7608695652174,81,64.9,1.8,14.1,7.3,93
101.014004001143,102,64.7,2.3,13.8,8.2,145
90.4130434782609,91,67.8,2,13.5,7.5,106
